Year,Month,local_id,주거용,업무용,산업용
2023,01,37,338519,1146158,2738184
2023,01,38,430579,1091586,1904761
2023,01,39,89572,294824,183979
2023,02,11,1219905,2955820,137202
2023,02,21,434565,818014,595019
2023,02,22,306231,621164,489493
2023,02,23,409624,857382,986070
2023,02,24,188519,365114,239494
2023,02,25,185168,500528,196350
2023,02,26,141434,341947,2105115
2023,02,29,56371,122100,152550
2023,02,31,1831916,4459517,6281109
2023,02,32,217555,897449,519173
2023,02,33,218261,745169,1597718
2023,02,34,290720,931382,2835479
2023,02,35,228537,654357,1027714
2023,02,36,229917,702072,2007048
2023,02,37,330474,1102832,2429856
2023,02,38,419079,1028839,1894638
2023,02,39,87546,281406,199778
2023,03,11,1046631,2482826,116849
2023,03,21,369696,713846,593545
2023,03,22,261679,514962,475021
2023,03,23,352077,740358,961278
2023,03,24,162718,309917,233504
2023,03,25,156452,426697,181915
2023,03,26,120245,309927,2183230
2023,03,29,47566,106974,158011
2023,03,31,1571328,3820619,5774828
2023,03,32,179121,711540,541102
2023,03,33,179807,601772,1663018
2023,03,34,243241,772426,3107610
2023,03,35,192526,539233,1047273
2023,03,36,193007,580548,2084859
2023,03,37,277999,883008,2589684
2023,03,38,360329,866105,1795307
2023,03,39,73408,245464,173491
2023,04,11,1070841,2320610,111031
2023,04,21,386345,689715,579424
2023,04,22,270104,486646,462787
2023,04,23,359562,679141,954107
2023,04,24,169084,294136,227630
2023,04,25,162064,399429,175916
2023,04,26,124859,306599,2139657
2023,04,29,49190,98917,153256
2023,04,31,1606382,3470777,5678715
2023,04,32,180051,627511,539428
2023,04,33,184571,536771,1587507
2023,04,34,249184,682840,2934314
2023,04,35,199280,491757,1016560
2023,04,36,199674,554846,1952849
2023,04,37,284146,822279,2461602
2023,04,38,367453,838134,1674977
2023,04,39,73486,244646,170033
2023,05,11,1027113,2342028,104512
2023,05,21,369753,686708,564546
2023,05,22,257791,483279,454519
2023,05,23,345149,673601,957148
2023,05,24,161990,281612,222955
2023,05,25,153351,397313,172705
2023,05,26,119270,303256,2233167
2023,05,29,46798,96063,155479
2023,05,31,1537657,3384864,5559137
2023,05,32,169786,566584,557033
2023,05,33,174315,490525,1617889
2023,05,34,236310,641810,2956273
2023,05,35,188526,450557,998302
2023,05,36,191491,522145,1972612
2023,05,37,270866,758799,2360045
2023,05,38,355111,784677,1612911
2023,05,39,70045,238572,149097
2023,06,11,1108249,2646194,113349
2023,06,21,386573,756757,561392
2023,06,22,275024,546752,490803
2023,06,23,364724,726152,930150
2023,06,24,169138,311623,231998
2023,06,25,160877,435683,184459
2023,06,26,123878,334619,2051021
2023,06,29,48800,104385,161760
2023,06,31,1614742,3600484,5888667
2023,06,32,171252,566687,554321
2023,06,33,180400,500047,1665566
2023,06,34,245832,666747,3062258
2023,06,35,192887,465520,996459
2023,06,36,194543,533857,1913220
2023,06,37,277394,802156,2390466
2023,06,38,365530,829608,1646326
2023,06,39,72603,257499,130080
